Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
,,,,,,,,,,,LZ98529,,m,High School or Below,10382.50368,11721.0,102.0,2,560.91624,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,FM10372,,f,College,3816.408655,82414.0,95.0,0,30.423443,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,QX54666,,m,High School or Below,11172.49931,14533.0,63.0,0,302.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FR48094,,m,High School or Below,2456.816127,0.0,73.0,0,525.6,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FH61723,,f,Bachelor,7480.713618,52513.0,65.0,3,91.244938,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,QY83498,,f,College,2659.70565,0.0,87.0,3,420.041981,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,GC81619,,f,Master,4626.801093,79487.0,114.0,0,547.2,Personal Auto,SUV,OREGON
,,,,,,,,,,,BD84823,,m,High School or Below,12157.32992,57449.0,103.0,0,494.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,EU78163,,f,College,4792.509792,20181.0,66.0,2,316.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FD34314,,m,Bachelor,2821.352024,73339.0,71.0,0,244.401453,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,HS74723,,f,College,17441.6378,80969.0,217.0,0,1041.6,Personal Auto,Luxury SUV,ARIZONA
,,,,,,,,,,,LX27768,,f,Bachelor,4202.663699,74057.0,105.0,1,632.244063,Personal Auto,SUV,OREGON
,,,,,,,,,,,YB91420,,f,Bachelor,7851.349465,32225.0,66.0,0,316.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QA45054,,f,High School or Below,8932.317753,60909.0,112.0,0,412.106287,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,CO53758,,m,High School or Below,5059.987477,70999.0,63.0,0,305.603239,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CW57656,,f,College,11196.01927,75457.0,93.0,0,151.572213,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,MR22119,,m,High School or Below,4430.572112,24059.0,112.0,0,537.6,Personal Auto,SUV,OREGON
,,,,,,,,,,,DI22093,,m,College,10330.43794,56480.0,87.0,0,384.695536,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,PQ35034,,f,College,9918.69966,37586.0,63.0,0,153.489143,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,XB30904,,m,High School or Below,5876.373894,97026.0,73.0,0,97.417808,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,VF15321,,m,College,2734.439188,54010.0,69.0,0,331.2,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,LX71137,,f,Bachelor,3694.14876,87485.0,92.0,0,441.6,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,SI35064,,f,Bachelor,9521.676094,74583.0,118.0,0,161.210468,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,SI26369,,m,College,4377.532789,0.0,64.0,0,460.8,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,LD69905,,m,High School or Below,6431.736287,21238.0,95.0,4,456.0,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,VY84895,,f,High School or Below,6722.701247,0.0,93.0,0,669.6,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,UA38043,,f,High School or Below,2397.036098,22283.0,65.0,0,572.072106,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WM46083,,m,Master,2393.813375,58237.0,63.0,3,273.691831,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,GQ57207,,f,Bachelor,2359.423599,19864.0,63.0,0,352.394515,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CQ80529,,f,College,4080.81891,57283.0,106.0,1,337.95778,Personal Auto,SUV,OREGON
,,,,,,,,,,,LN99954,,m,Master,26999.68099,0.0,104.0,0,622.88852,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,UF36353,,m,College,10914.20446,71656.0,137.0,0,61.915326,Special Auto,SUV,OREGON
,,,,,,,,,,,IZ24763,,f,Bachelor,3445.86241,0.0,94.0,0,590.626396,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,TU27017,,m,Bachelor,6625.28717,41460.0,83.0,0,398.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WS46887,,f,Bachelor,20067.40315,85165.0,101.0,0,384.31404,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,GQ32356,,f,High School or Below,3871.778009,0.0,111.0,0,799.2,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,PZ81131,,f,Bachelor,4171.300175,36723.0,106.0,1,580.091966,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,ZW79814,,m,High School or Below,6689.022728,56980.0,84.0,0,599.000883,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,KV79964,,m,Doctor,9009.219409,32260.0,113.0,0,601.124657,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,WE38399,,m,Bachelor,4974.801539,75644.0,65.0,3,467.803638,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,MI13678,,m,High School or Below,2506.197852,92056.0,62.0,0,89.398794,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,VA63861,,f,College,4967.544169,28524.0,62.0,0,297.6,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,EH70612,,m,College,1918.1197,0.0,61.0,2,439.2,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,UO40726,,f,Bachelor,3146.037899,28089.0,82.0,1,411.856297,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,ZY49833,,f,Bachelor,5963.174005,87020.0,74.0,0,331.116399,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HZ47488,,m,Doctor,2860.747385,27907.0,74.0,1,406.439436,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,LP51258,,f,Bachelor,2857.11061,91811.0,70.0,0,333.7925,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,VW65573,,m,High School or Below,7630.346461,0.0,111.0,0,799.2,Special Auto,SUV,CALIFORNIA
,,,,,,,,,,,LV82913,,m,College,5715.787663,69451.0,72.0,0,230.241775,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,OX53879,,m,Bachelor,5113.899098,92427.0,64.0,2,126.049033,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,QV76563,,f,Doctor,5070.227097,0.0,69.0,0,331.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,CP27565,,m,Bachelor,12036.62051,44428.0,104.0,0,499.2,Special Auto,SUV,OREGON
,,,,,,,,,,,LL56632,,f,High School or Below,8679.79601,55842.0,109.0,0,703.118925,Personal Auto,SUV,OREGON
,,,,,,,,,,,ZG88784,,m,College,4911.458509,52796.0,62.0,0,297.6,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,FO78512,,m,Master,17429.87777,41775.0,109.0,0,104.672657,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,TX13297,,f,Bachelor,2396.219292,0.0,66.0,2,433.160284,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RS20615,,f,High School or Below,5671.927479,34974.0,71.0,0,315.160937,Special Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HP77890,,f,College,14413.37774,56457.0,73.0,0,138.460771,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,GE45663,,f,Bachelor,5217.513287,39854.0,66.0,0,261.930545,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,UW90223,,f,Bachelor,2363.295991,27839.0,65.0,5,312.0,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,LC58452,,m,High School or Below,4655.605831,88240.0,117.0,0,561.6,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,WO25669,,f,High School or Below,35692.17157,0.0,102.0,0,1123.212014,Personal Auto,SUV,OREGON
,,,,,,,,,,,NG59515,,m,College,10248.89802,52693.0,129.0,0,619.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,AQ52711,,f,Bachelor,6897.505859,65337.0,173.0,1,830.4,Personal Auto,SUV,OREGON
,,,,,,,,,,,AU23837,,f,Bachelor,5010.37931,64014.0,63.0,0,295.871784,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,NG62780,,f,High School or Below,4250.282624,0.0,61.0,1,292.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,WW16329,,f,College,10208.92761,35482.0,129.0,0,619.2,Corporate Auto,SUV,OREGON
,,,,,,,,,,,YN46118,,f,High School or Below,4961.574919,20951.0,65.0,0,312.0,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,CW77053,,f,High School or Below,4476.81416,0.0,62.0,0,297.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LX15904,,f,High School or Below,2755.221411,39393.0,70.0,1,405.883346,Special Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,IN26765,,m,College,8271.906799,62912.0,69.0,0,168.358644,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,WR55560,,m,High School or Below,5927.389227,33561.0,152.0,0,235.316581,Corporate Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,JQ70222,,f,High School or Below,8548.30415,53055.0,112.0,2,537.6,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,LU49168,,m,High School or Below,21283.6362,0.0,63.0,0,302.4,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,EN97874,,f,High School or Below,6446.706674,55037.0,80.0,1,481.823284,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,IP76282,,f,High School or Below,4484.254754,0.0,65.0,0,463.382118,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,NM18924,,f,High School or Below,30286.68586,27587.0,103.0,1,241.141192,Corporate Auto,Sports Car,OREGON
,,,,,,,,,,,NZ98813,,f,High School or Below,13840.16012,29658.0,119.0,0,571.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,XJ65608,,f,College,5391.775844,63633.0,68.0,1,374.024077,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,HI71466,,m,College,3847.352801,23459.0,96.0,0,185.070399,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RO70057,,m,High School or Below,6369.262355,34498.0,83.0,0,398.4,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,LT77960,,f,College,5316.7566,28559.0,66.0,0,427.242973,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FO13691,,m,Doctor,5124.218174,73740.0,64.0,0,229.272206,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,IP87756,,m,High School or Below,4151.551337,0.0,125.0,0,900.0,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,YG37894,,f,College,2594.905944,25925.0,72.0,3,660.587577,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,SR24177,,m,Bachelor,5763.265424,31725.0,76.0,0,177.234,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,BS91742,,m,College,18370.57004,49659.0,234.0,0,1684.8,Personal Auto,Luxury Car,WASHINGTON
,,,,,,,,,,,UJ38473,,m,Bachelor,21923.12272,81197.0,109.0,0,94.731199,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,BP54465,,f,Master,10546.65545,43922.0,88.0,0,108.701381,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,YY12812,,f,Bachelor,8388.717011,87123.0,69.0,0,118.468275,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,HW61722,,f,Bachelor,7188.607263,0.0,66.0,0,278.574142,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CE17855,,f,Master,3238.929524,68745.0,80.0,0,473.613006,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZX50209,,f,College,10960.93667,29815.0,95.0,0,76.175672,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CZ84042,,f,High School or Below,2660.931663,53333.0,66.0,0,22.945038,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,SQ54906,,f,College,2004.350666,0.0,66.0,4,316.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QE21030,,m,High School or Below,15483.52986,24661.0,196.0,0,1961.162049,Personal Auto,Luxury SUV,WASHINGTON
,,,,,,,,,,,WP60679,,m,Bachelor,8940.579278,95351.0,111.0,0,406.48025,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,BZ47770,,f,Bachelor,5083.789524,62088.0,64.0,2,73.258034,Corporate Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,TS76653,,f,Master,9031.214859,0.0,122.0,0,650.52179,Personal Auto,Sports Car,NEVADA
,,,,,,,,,,,IJ28717,,m,College,32098.32209,31503.0,105.0,3,504.0,Personal Auto,SUV,OREGON
,,,,,,,,,,,XL78013,,m,College,22332.43946,49078.0,97.0,0,484.013411,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,KN90631,,f,High School or Below,8560.162384,28120.0,112.0,0,537.6,Personal Auto,SUV,NEVADA
,,,,,,,,,,,KU59569,,f,College,7714.623619,0.0,106.0,0,763.2,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,IE71278,,m,Bachelor,2936.993695,44369.0,77.0,3,362.276183,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VY76337,,m,High School or Below,5112.104787,15131.0,67.0,0,321.6,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,YC77374,,f,Bachelor,5119.901412,26890.0,65.0,0,312.0,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,FX78218,,m,Doctor,2494.869528,45855.0,62.0,1,0.887629,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZK11389,,m,Bachelor,23594.6802,76358.0,66.0,0,86.461582,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,MO82744,,f,Bachelor,5656.203464,45586.0,72.0,0,203.42306,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GG20671,,m,College,15673.13621,43267.0,78.0,0,453.073096,Special Auto,Four-Door Car,NEVADA
,,,,,,,,,,,YC53575,,m,High School or Below,8509.453945,0.0,82.0,0,590.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ES82658,,m,Master,6418.24871,46648.0,81.0,0,123.576765,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,SU44811,,f,High School or Below,3055.70113,42406.0,77.0,0,108.871857,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,AZ43057,,m,Master,5746.05593,50798.0,72.0,0,64.977867,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XU56756,,m,Bachelor,23594.6802,76358.0,66.0,0,86.461582,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,TM24806,,m,College,6005.847375,13528.0,86.0,0,412.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZH18791,,m,Bachelor,5028.839465,0.0,67.0,0,80.753763,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CE10235,,f,Bachelor,3409.677392,85023.0,85.0,0,408.0,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,IQ96928,,f,High School or Below,4348.139173,0.0,62.0,0,675.661163,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,BM55732,,f,High School or Below,8337.194193,74460.0,69.0,0,331.2,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,PC76141,,m,Bachelor,2346.675378,22932.0,62.0,0,297.6,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,RV98208,,f,College,4991.035369,54189.0,62.0,0,29.035528,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,LJ21457,,m,College,2879.505701,42247.0,74.0,0,355.2,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,MV86976,,m,High School or Below,3482.038245,0.0,96.0,0,726.132858,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HS13676,,m,High School or Below,8216.391903,0.0,117.0,0,983.127481,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,OX35378,,m,Bachelor,3155.45562,36706.0,80.0,0,488.296267,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,VL95438,,m,College,5292.202092,67899.0,66.0,1,316.8,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,YU32377,,f,College,6553.943457,0.0,61.0,0,365.820487,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,QW88350,,f,College,7618.442045,41900.0,63.0,0,170.496071,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,TM61357,,m,Bachelor,24610.78085,72786.0,76.0,0,363.845631,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,CP99334,,f,College,3142.81161,60108.0,78.0,0,507.060901,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AO20938,,f,High School or Below,32021.40422,31433.0,100.0,0,635.020091,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,OY32548,,f,College,5096.700181,27940.0,65.0,1,27.66775,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,XE36531,,f,High School or Below,4889.609695,51246.0,122.0,0,817.692013,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,SZ86381,,m,Bachelor,5112.570311,56587.0,65.0,1,312.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,YY29772,,f,High School or Below,2725.322949,45025.0,69.0,1,452.271771,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FG69718,,f,High School or Below,9780.852337,0.0,132.0,0,950.4,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,MI81870,,f,Bachelor,15042.57658,22799.0,190.0,0,912.0,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,QH27767,,m,Doctor,5308.291752,82601.0,66.0,0,186.387874,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,IV54766,,f,Master,19160.98994,22705.0,239.0,0,1294.700423,Personal Auto,Luxury SUV,OREGON
,,,,,,,,,,,AD33653,,m,High School or Below,3324.551776,0.0,92.0,0,441.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,HU54636,,f,College,3791.549972,41212.0,95.0,0,405.443681,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CD45044,,f,High School or Below,7600.034998,0.0,70.0,0,504.0,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,CB61335,,f,High School or Below,6950.100195,21687.0,88.0,0,603.100479,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,DL53457,,f,College,4605.036646,22571.0,63.0,0,302.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,YG68142,,f,High School or Below,5864.381825,72032.0,72.0,0,438.149129,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,UI24036,,f,Bachelor,15374.18296,42570.0,128.0,0,587.409205,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,LD63324,,m,College,3230.576665,62873.0,81.0,0,207.75186,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,LB29621,,f,Bachelor,9294.54951,21370.0,77.0,0,105.181202,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,XB43625,,f,Bachelor,2504.871709,66081.0,64.0,1,42.029731,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FI65786,,f,Master,7081.690974,93854.0,87.0,0,417.6,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,ZC61874,,f,Doctor,9560.049227,19429.0,122.0,0,683.45551,Special Auto,SUV,ARIZONA
,,,,,,,,,,,QA66968,,f,Bachelor,6756.062791,46879.0,86.0,2,324.944098,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,YQ98322,,m,Bachelor,5290.666331,36791.0,68.0,0,326.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,EN27946,,m,High School or Below,8391.133455,40211.0,106.0,2,710.740743,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,GT18396,,m,College,21151.2328,48642.0,77.0,0,92.307736,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,KL43280,,m,College,9264.32766,69063.0,115.0,0,552.0,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,DB93245,,f,Doctor,2853.600347,87455.0,71.0,0,329.238904,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,SN53710,,m,High School or Below,6245.443568,80101.0,79.0,0,442.9167,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,IB82793,,m,High School or Below,2129.063055,0.0,61.0,1,292.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CT74097,,m,College,14789.61805,51817.0,129.0,4,712.833284,Personal Auto,SUV,NEVADA
,,,,,,,,,,,HE20556,,f,Bachelor,5324.38786,31561.0,68.0,0,326.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,RQ41621,,f,Doctor,2862.729074,64640.0,73.0,2,327.912134,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,TB88830,,f,Master,8614.686004,64220.0,107.0,0,48.782626,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,LV94312,,m,College,4931.503095,33580.0,62.0,0,315.326222,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,PT45842,,m,College,4642.020128,0.0,64.0,0,770.254285,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,CV49750,,m,Bachelor,21423.63723,0.0,65.0,0,312.0,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,RB63074,,m,High School or Below,4858.067125,0.0,67.0,0,482.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,XX73066,,m,Master,5261.101863,43318.0,66.0,0,48.936563,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,VN22337,,f,College,3274.037562,83869.0,81.0,0,348.186032,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,BA19651,,m,High School or Below,6134.38779,43875.0,78.0,0,289.468771,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UX18122,,f,Bachelor,3690.698916,59016.0,92.0,0,441.6,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,HY46017,,f,College,2776.772734,70793.0,69.0,0,62.625841,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZI95657,,m,Doctor,10972.06778,24164.0,137.0,0,657.6,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,MK93363,,f,Master,4177.666255,29133.0,104.0,0,499.2,Personal Auto,Sports Car,WASHINGTON
,,,,,,,,,,,UM26324,,m,High School or Below,5838.89915,81082.0,73.0,0,281.295903,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,ZN18884,,m,Bachelor,6462.22199,0.0,65.0,0,312.0,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,PN18863,,m,College,5109.50079,21277.0,66.0,0,316.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,BK76340,,m,High School or Below,8278.716567,16924.0,226.0,0,1084.8,Personal Auto,Luxury SUV,CALIFORNIA
,,,,,,,,,,,QZ83992,,m,College,8682.234653,10540.0,115.0,0,552.0,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,WE23159,,m,High School or Below,9415.901707,0.0,133.0,0,1361.993232,Special Auto,Sports Car,OREGON
,,,,,,,,,,,GA86186,,m,College,3230.576665,62873.0,81.0,0,207.75186,Special Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZM24497,,m,High School or Below,17019.1929,98623.0,211.0,0,1012.8,Personal Auto,Luxury SUV,CALIFORNIA
,,,,,,,,,,,EY97047,,m,College,2647.519741,37876.0,69.0,0,300.056383,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,NW14895,,m,Bachelor,12883.11573,77469.0,109.0,1,757.170246,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,KS42294,,f,College,20930.05217,30535.0,66.0,0,94.142294,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,DQ50258,,m,College,4814.350556,0.0,67.0,0,482.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XK10881,,m,Bachelor,4836.892172,39310.0,61.0,0,93.181865,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LC20778,,f,Master,18745.39592,27229.0,99.0,0,475.2,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,LH87004,,m,College,17367.52612,41418.0,112.0,0,537.6,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,SZ17657,,f,College,9012.922138,67840.0,112.0,0,83.240006,Personal Auto,SUV,OREGON
,,,,,,,,,,,RI44399,,f,Bachelor,5871.607022,0.0,80.0,0,871.055266,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RF73080,,m,College,5926.729379,23091.0,96.0,5,460.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QA69109,,f,Master,5453.709172,69468.0,67.0,0,302.733593,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FK85203,,m,High School or Below,9106.867749,74143.0,114.0,0,547.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,ET44462,,m,High School or Below,5013.136429,65165.0,126.0,1,604.8,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,SK27185,,f,College,6672.05628,50537.0,165.0,0,60.005031,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,JW87443,,f,College,6521.368813,72608.0,82.0,3,393.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,OM37610,,f,High School or Below,13024.22378,26312.0,110.0,1,565.837664,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,TJ58873,,m,High School or Below,2748.800067,56900.0,68.0,0,304.115627,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,WE97690,,f,Bachelor,2803.59608,60707.0,70.0,0,327.061103,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,HH99354,,m,Bachelor,7231.000788,67276.0,61.0,0,181.804443,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,UN90060,,f,High School or Below,8329.286254,30865.0,104.0,0,21.261834,Personal Auto,SUV,OREGON
,,,,,,,,,,,BR76202,,f,Master,4626.801093,79487.0,114.0,0,547.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,MO48960,,f,Doctor,6265.343299,0.0,84.0,1,481.025786,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,QG50480,,m,College,4504.16329,0.0,62.0,0,135.851316,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,RE73564,,f,Bachelor,11533.47722,41098.0,96.0,0,250.058657,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,EN32990,,f,College,5349.996572,89158.0,67.0,0,272.195232,Personal Auto,Four-Door Car,ARIZONA
